"sentiment","text"
"negative"," habe gehrt frau  merkel bricht schon ihre wahlversprechenstrom wird teurer abgasnormen werden erhht lobbyspenden werd"
"negative"," weh  "
"neutral","dpanachrichtenberblick wirtschaft "
"neutral","seltsamer streit um krokodil fidel im zoo hoyerswerda zur seite "
"positive","live aus manchester technik knnen sie beim  zdf  mcfcfcb"
"positive","ach ja bissl was von allem heute da fllt mir nur dieser song for the day dazu ein "
"neutral","h uni wien gegen rechte hetze aller art  utl h uni wien ruft auf rechtsextremismus keinen platz apa ots"
"negative","dieser ausschu diente nur dazu eine echte aufklrung dem dummen wahlvieh brger genannt vorzutuschen "
"neutral","wein im kopf get lucky in dauerschlaufe auffe ohren ist ihnen auch schon mal aufgefallen dass daft punk immer ein m zu lang ist  "
"positive"," nee business war genauso voll und am anderen ende der sicherheitskontrollen waren die schlangen pltzlich nur noch halb so lang d"
"neutral","severina alter sternzeichen schtze plz bereich geschlecht weiblich augenfarbe grn hobbies high "
"positive","sieg         chemie gewinnt gegen osnabrck d  liga"
"neutral"," ich glaube nicht  schick mir mal eine anfrage  gt roflcopterskater"
"negative","dank investigativem journalismus konnten wir herausfinden dass man fr das update auf windows zuerst ein update installieren muss aha  "
"neutral","altes radio typ ve hamburg altes radio typ ve der kabelanschluss fr v muss erneuert werden "
"positive"," sieht nach einer fllung aus  gutes gelingen "
"neutral"," knnte auch eine landstrae mit mikrokreisverkehr sein "
"neutral"," she did danny"
"neutral","dj hochzeit rgen buchen bei fischer spezial "
"neutral","gratis tasche voll schlumpfbeeren fr schlmpfe treffpunkt im wald komm allein g mel  smurfsvillage "
"neutral","base lutea hagen westfalen base lutea keine macken oder kratzen top zustand mit original verpackung l "
"neutral","ehm wre fngt oder ab zeit hab am xp zeitlich von um rtlich  an ab mir eig und liebsten "
"positive"," gaaaaaaaanz fest drck was los  "
"negative","diet diet diet kein essen kein essen "
"neutral","kommt da eine neue generation von verlegern  amazongrnder kauft die defizitre washington post "
"neutral","meine paranoia ist allgemein bekannt snowden brauchte die besten journalisten via "
"positive"," sooo viel liebe zurck lt  "
"neutral","beachtet meine tweets einfach nicht wir brauchen rum rum rum rum rum rum rum rum  "
"neutral","behoerdenstressnews gericht entschdigung wegen diskriminierung  "
"neutral"," ach so hmm wahrheit"
"neutral"," hngt immer davon ab wieviel leute beteiligt sind "
"neutral","thesecondquincy arianracehorse eater fahrenheit eater theres a days of summer vacation "
"positive","ich bin jetzt einfach mde  gutenacht"
"neutral","retweet if you want new followers  schreibt halt was nettes dann folgen euch die leute von ganz allein ohne solche drecksretweets  issso"
"positive"," klare linie bei dt auenpolitik wird jetzt schon gebraucht und von schwarzgelb kommt nichts   rg wre also klarer fortschritt"
"neutral","photo schweizer dilemma wlder sollen autobahnen weichen hier wrde eine autobahn gut platz finden in der "
"negative","halt  scharfschieen  "
"neutral"," anschluss kaputt  "
"neutral","vipgirlsberlin de amanda bynes groe fortschritte schauspielerin amanda bynes soll in ihre vipgirlsberlin de"
"negative"," und mein fisch dauert noch minuten "
"neutral"," nur wer gro denkt kann groes erreichen  maskulin  motivation"
"neutral","gratis online mondhoroskop fr jedes sternzeichen tglich neues horoskop "
"neutral","beschleunigung "
"neutral","bekommen sie den besten preis fr  reich  hochzeitskleid nicht zgern  nicht verspten  fb"
"negative","madrid war schoen anstrenged  so viel latschen bockt garnicht jetzt erstmal richtung sueden und dann in die eigene butze hartzen  "
"neutral","teil bei sniper elite nazi zombie army erscheint ende oktober allerdings nicht in deutschland "
"positive","cdreview dream theater dream theater die anzeichen dafr dass dream theater momentan richtig bock haben "
"neutral","der legendre rockmusiker wurde jahre alt lou reed laut medienberichten gestorben "
"positive"," ttttttooooooorrrrr durch ronny  nach einer klasse einzelleistung trifft herthas nummer zum gegen eintracht frankfurt "
"negative"," ne wir gehen nicht gibt keine vip karten mehr"
"neutral","kein klassischer englischer patzer  fcb  cl"
"neutral","ach dieser herbst in deutschland fast so gut wie der indian summer lass uns schnell eine original amerikanische pizza kaufen"
"positive"," in neun monaten nein sicher eher "
"neutral"," wird schlecht wenn man mich nach meiner meinung oder rat fragt "
"positive"," zwei operatoren nebeneinander vorm chat kinners trollen macht spa "
"neutral","sprachen die man lesen und auch bei langsamem sprechen verstehen kann aber nicht selber sprechen "
"neutral","meine woche auf twitter retweets erhalten neue listings erwhnungen via "
"neutral","ok genug fernsehen fr heute die ritter der kokosnuss mssen den heiligen gral ohne mich finden"
"neutral","devoter schlanker bi mann mit bizarren vorlieben sucht dominanz bochum schlanker devoter bi mann oralis "
"neutral","da gibts nicht viel zu sagen"
"neutral","ein wahrer koloss kehrt zurck  hummer h alpha blue juggernaut  via "
"neutral","  sweatshirt  bratwurst  thringen schwarz blaue schrift "
"neutral"," "
"positive","flotter ausgleich zum  fcpwac  oefbcup"
"positive"," natrlich  nenns einfach die hollys allein zuhaus  d"
"positive","ich lieeeeeebe diesen tanz aba den salto krieg ich zum verrecken einfach nicht hin sorry xdddd"
"neutral"," gibt halt leute dies mgen was die dran oder warum dies mgen sollen dies wissen man kanns denen nicht vorschreiben "
"positive"," ach herjeee du httest bei mir vorbei schaun sollen ich habe noch viel zu viel vom mdelstag brig "
"negative"," die nsa wei auch von dir ntzt uns auch nichts "
"neutral","keine  langeweile mehr beim  fliegen dank  socialseating  facebookseidank  "
"neutral","nationalmannschaft pass kieling will nie mehr unter lw spielen  nationalmannschaft  nachrichten  n"
"positive","erfolgreich geduscht  "
"positive"," danke euch gre von los angeles"
"neutral","guten morgen ich hab hunger alle man in deckung "
"neutral"," dann er oder sie sprischt spanisch bitte buen viaje  "
"neutral","so los gehts auf nach europa   eintracht  sge  uel"
"neutral","endlich entschlsselt merkels geheimes handzeichen  btw  cdu  merkel"
"neutral"," srtie eit end srti nein  schwiegertochtergesucht"
"neutral"," mt aktuelles buch in der aktuellen ausgabe von weird s bcher unten"
"neutral","dauerschleife "
"negative"," wahrscheinlich besser so mein blder hang zu gossip "
"neutral"," steig da nicht durch hab azubiabo ab ab sep komplett neu weil ausgelaufen augustkarte tauschen   "
"negative"," verrckte welt "
"neutral"," vielleicht knnen wa da noch jemand als schreckgespenst gebrauchen "
"neutral"," account is temporarily unavailable because it violates the twitter media policy learn more "
"negative"," sorry fr die warterei bei uns geht heul wohl doch nix "
"negative"," dieses wichtige insiderwissen hatt die angela mal der bunten verraten"
"negative","  rettung gescheitert  dayli macht endgltig zu  mitarbeiter verlieren ihren  job "
"neutral"," einsatz gesamt feuer mittel kellerbrand osterkamp "
"neutral","eu verhandelt heute ber den politischen umgang mit der brutalen militrherrschaft in  gypten "
"neutral"," deutschland haftet mit milliarden euro afd sprecher lucke kritisiert verfehlte politik  euro  afd "
"positive","was wre wenn jemand schlecht lippen lesen kann und  twd neu synchronisiert  ja das wre verdammt lustig aber "
"neutral","funktioniert  typo  neos auch unter windows   symlinks  tcm"
"neutral","hannover underwriter mw feuer jobs versicherung"
"negative"," echt    krass s wieso ists denn unten aber gar nicht aufgelistet  s"
"neutral","malcolm mittendrin als walter white noch glcklicher familienvater war  serien"
"neutral"," innenbandteilruptur im rechten knie muss einige wochen pausieren  gute besserung  hunter  get well soon  s"
"negative"," parei ja kd vc macaco   sumiu    "
"neutral","polda darmstadt alsbachhhnlein dieb gestoppt zivilfahnder nehmen ladendieb fest "
"positive"," mach das wird dir unheimlich dankbar dafr sein"
"negative","bunt geladenes arschlochding"
"neutral","crowdfunding fr global investigative journalism conference  gijc damit journalisten aus aller welt kommen knnen "
"neutral","grand theft auto erster dlc heit angeblich north yankton"
"negative"," grer als bisher angenommen watn quatsch  wer soll da wieviel angenommen haben  wir denken das schlimmste and then some   gchq"
"neutral","bewegungsmelder wz bewegung erkannt "
"neutral"," ja wusste nix von den mgl d polizei handyfahndung bei provider auszugeben ich schon der kollege entschuldigte sich dann "
"positive"," zauberhaften  ff back "
"neutral"," der grne experte sollte eigentlich wissen dass manche berichte aus guten grnden geheim eingestuft sind "
"neutral","informationen fr unternehmer aus der steiermarksie mchten ihr unternehmen professionell im interne "
"neutral","will mich auf gold spielen aber mein pc will das nicht "
"negative","  lindenstrasse armer gung"
"neutral","dashboard controlling fr social media "
"negative","absurde unwahrheiten hoene stocksauer auf den stern  absurde  nachrichten  n"
"neutral","neue news iworkupdate kritik wchst "
"neutral","mutmaliche entfhrung griechisches mdchen gibt maddies eltern groe hoffnung "
"negative","ich hasse meinen laptop so sehr"
"positive","hes so charming man muss ihn einfach lieben  samuhaber  tvog"
"positive"," ich schrecke eben vor nichts zurck wohl auch dank amnesie dd"
"positive"," was     ich liebe jack daniels  amp ich hol mir auch so ein tanktop  "
"neutral","on page of of angelfall frchtet euch by susan ee die wortgefechte von raffe und penryn sind ja wirklic "
"neutral"," angeblich ja schau mal da"
"neutral"," wahrscheinlich konnte die diskette nicht mehr neu beschrieben werden oder kein diskettennachschub mehr "
"neutral","noooo its  halloween  ses oder saures  "
"negative","guten morgen oder besser gesagt schei morgen ich zeige euch etwas spter mal meinen arm das wird immer schlimmer "
"neutral"," ewww duck dynasty"
"positive"," schner beitrag aus aspekte zu ian mcewans honig "
"negative"," mann kpft aus m deutlich vorbei  schade  kmpfen mnner  "
"positive"," ich kann nicht mehr warten auf die daten   "
"neutral","sie brauchen erschwingliche  maxtor  gb  sata   zoll  inch  festplatte sparen sie jeztjetzt sparen  fb"
"neutral","katze wirkt nicht begeistert  me  cat  newhair  purple  lipstick  photooftheday  instadaily "
"neutral","  gewinnspiel  gratis versandapotheke de gutschein ber euro euro rabatt erhalten s "
"neutral","mobilfunk allein kann keine lsung sein bayerische wirtschaft  vbw fordert glasfaserausbau  lte  breitband fr"
"neutral","gefahr erkannt gefahr gebannt "
"neutral","kingdom hearts nur fr ps ab dem september erhltlich "
"neutral","live  trend last min  most wanted  keyword  wahrlich besser richtiger on page "
"neutral","  gangster squad steelbook exklusiv bei amazon de bluray gangster squad steelbook exklu  actionfilm"
"neutral","  ard hart aber fair  zdf heutejournal  orf zib flash  orf seitenblicke gourmet  sat das neue leipzig  mdr mdr aktuell"
"neutral","klepper fam boot mit trailer und ps auenborder hann mnden verkaufe hbsches klepper fam kajtboot bj "
"neutral","epochtimes de schuldenabbau ab ungewiss spd will spielrume wissen "
"negative"," prima was sind das fr idioten im dfb  das is eine muppetsshow auf lsd  das is noch lange nicht ausdiskutiert  kieling ist ein depp  "
"neutral","  merkel bekommt kalte fe "
"positive","stiuuuu fietz sense kahler"
"neutral","wer meine all time favourites noch nicht gesehen hat "
"positive","owww das war schn o "
"neutral"," magazinbeitrag von der demo ab freiheit h  mnchen  repression  polizeikessel  refugeestruggle  noncitizen"
"neutral","led solar taschenlampe led lampen klnled fachgrohandelled fachhandel gnstig aber nicht billig  "
"positive","das hat sich der spanner nicht trumen lassen ich habe ihn in meiner finka so richtig geil abgeritten  gtgtgt "
"neutral","  schorschs haustrunk lager name langer abgang lecker  biertest "
"neutral","dieser weg wird kein leichter sein "
"positive"," ach schatz d wir waren uns doch einig dass ich hrn habe "
"positive"," kann ich das rezept bekommen  klingt jedenfalls sehr lecker "
"neutral","fire after dark gefhrliche erfllung band "
"negative","geliebte schwestern ausgeschlossen "
"negative","  merkels wahlkampf ist eine farce kuscheln mit mutti inhalte fehlanzeige die brger whlen mit der  cdu die katze im s"
"positive","vielen dank wieder einmal sehr schne als bei  animexx ausgesucht gt"
"negative"," im not mad im sorry"
"neutral"," ich weiss jetzt warum ich nicht genagelt werde ivh bgel nicht gerne thats it "
"negative"," werd aber nicht mehr fit"
"neutral","ganz individuell gestaltet sind diese handgefertigten adressbchlein aus indien mit verschiedenen motiven "
"neutral"," mal schauen was am samstag gegen die hertha geht   fcbayern"
"neutral","ryanairpiloten proben den aufstand "
"neutral","achtung fertig los  "
"neutral","gefragte produkte schild durchgang verboten kunststoffschildfarbe gelbschwarze schrift "
"neutral","fitness ayurveda massage was steckt dahinter  ayurveda bedeutet indische gesundheitslehre neben d  swr"
"positive","mukke machen war wieder mega gut  jetzt wird erstmal schn geschlafen   gutenacht  welt "
"neutral","wenn man kurz vor dem urlaub in panik noch einen nintendo ds bestellt ich "
"neutral","arbeiten sie mehr an der nutzen als an der gewinnmaximierung "
"neutral"," angebot zht rock crash zildjian rock crash zht serie traditional finish hergestellt aus kupfer und ht"
